id,from_id,from_name,message,created_time,like_count,comment_count
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2NDg2MzMxMjMwMzg3MjA=,nguyen.vien.504,Viễn Nguyễn,"Arsenal 228, Nguyễn Thế Viễn, Vi Thinh 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI0ODMxNTA4MzU0ODk2NzU=,nguyen.vu.nhat.nam.2024,Nguyen Vu Nhat Nam,"PSG 148 Ngân Hoàng Phương Thuý Nguyễn Phu Ly 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMTA2NjQxNTQ2MDE2OTg=,tran.van.thom.214667,Trần Văn Thơm,"Hào 1:1 đều 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwMzY2Nzg4MDIwNTc3Nzk=,mariioopham,Mario Pham,"Có kết quat chưa ad hihi 13 giờ Trả lời 1",13 giờ trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE4NzAzOTYwNjAzMjA0OTE=,toi.ten.muoi,Tôi Tên Muội,"PSG thắng + 004 + Châu Thờ Ắn Thắng Phạm Mạnh Ới Ời 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzgyODQzMDAxMzM2OTY5Mw==,znh0cv4pz1790,Le Ky Truc,"Arsenal thắng Smm : 249 Kỳ Linh Tuan Phan 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk4MDYwNzQzNDgyNzg5OQ==,binhson2712,Vũ Đăng Bình Sơn,"Fan cứng Psg thắng + 427 Mạnh TiếnMartin VũBé Bống 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI4NTk1ODUyNjc3MTI3ODA=,tuyen.pham.530639,Tuyền Phạm,"Thơm Đào Hiep Tran Luong Tatu Trắng Huỳnh Trương Văn Phú Phuong Cao Bich Huỳnh Minh Thảo Trần Hậu Hn Pham Chinh KT Mạch Minh Thuỳ Nguyễn Thụy Lệ Giang Huỳnh Tịnh 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzgxODk3MzYzNDM5NDgzNA==,le.thanh.binh.971199,Le Thanh Binh,"Arsenal - 280 Nguyễn Thanh Lê Hoàng Phong 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzkzODk0MzA4OTEzMjQyNw==,trandong.02,Trần Đông,"ARSENAL - 232 luong gia Tin Nguyen 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk3MzQ4OTI2ODg5NTkxNg==,tin.nguyen.220934,Tin Nguyen,"Fan cứng PSG - 111 Trần Đông luong gia 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk4MDY2NjQ3MTM2ODQ5NA==,diemnguyen303,Diễm Nguyễn,"PSG - 207 Cao Ngoc Đức Nguyễn 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk5ODAxOTA5OTI1NjQ1Nw==,profile.php,Trần Khánh,"Arsenal 177 Phong Thái Thái Thế Phongi 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwMDIxMjY4OTg5NDg4ODM=,profile.php,Vinh Lâm,"PGS 206 Nhi's Review Khánh Nhi 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwMjQ0NTE4MjMyNzEwNjQ=,Duc.LP.6,Lê Đức,"Arsenal 207 Phương Tuyền Julishop Võ Nhựt 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwNjc5MTA0Nzg5NTAyMTY=,MD.XIII13,Ngô Minh Duy,"Fan cứng PSG - 178 Nguyễn Văn Tuấn, Thanh Hai Ho, Tuấn Phong 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEyMDMwMTk0NDg1MTU0NTI=,namnguyen.610321,Nam Nguyen,"PSG 1-2 Arsenal 485 Nguyễn Nga Thanh Nguyen 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEyNzgwMTk4NTA5ODAxMTc=,pahn.hyqu,Phan Quốc Huy,"ARS win - 176 Phan Thắng Phan Hồng Hạnh Tuan Nguyen Da Nang 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMDM4Mjk5Nzg1MjI2NzQ=,cong.van.234116,Cong Van,"Arsenal + 188 Nguyễn Thị Thuận Thiện Madridista 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMDgzNzM5MDQxMzUwNjQ=,phillipngo.le.39,PhillipNgo Le,"Arsenal - 174 Sóc Minh Thư Lê 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMTAyMjI2Njc3NDgxNjY=,vgdao1,Li Văn Pool,"ARSENAL - 369 Linh Minô Hoàng Hùng Dongg Thee Giapp 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMTAyNDk4OTcyNzU0MTQ=,profile.php,Thảo Thảo,"PGS 227 Chiến Em Gia Linh Nguyễn 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMTk4MDI5MDAwODQxNTk=,lan.nguyen.559021,Lan Nguyễn,"PSG - 299 Bỉ Ngạn Nè Trà Mimi Ro Pham 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMzQwNjU3OTE5OTQ3Njk=,profile.php,Tỏi Boo,"PGS 032 Nhi Phì Nhon Nhi Anh 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMzc0NTI5NTE4MTAzNDk=,ichogo.kurosaki.33,Ichogo Kurosaki,"PSG - 208 Ghai Ateny Anai Dot Abubakar Gujjar 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0Mzc3MjUzNDE0OTAzNzQ=,profile.php,Nguyễn Huấn HnnH,"Arsenal - 168 Thỏ Vàng Pham Thuy Dung 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0NTE3OTczODY3NDU2OTU=,profile.php,Đài Loan,"PSG - 233 H Bảo Thinh Nguyen 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0NjIwMjA4Nzg1NTkwNzk=,nguyen.huy.1272010,Huy Nguyen,"PSG 235 Đăng Phan Nguyễn Hưng 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0ODYzMzU2OTY1Njk3MjM=,mt.le.52,MT Le,"Fan cứng PSG - 145 PhillipNgo Le Thuy Nguyen 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0OTc1MDU0MzUzNzk4MDg=,h.bao.24,H Bảo,"Arsenal + 135 Đài Loan Ngọc Ngà Hoàng Dũng 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1MTY2NzU0MzY4NTQ1ODQ=,hanh.bv.2024,Văn Hạnh,"Arsenal - 173 Joseph Kiệt Quốc Cường 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1MzIwODIwODUxNjAyNzQ=,profile.php,Khang Nobi,"Fan cứng PGS 132 Quỳnh Như Nhi Lê Hope Luck 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1Mzg0NzQwMTc4ODQxODk=,balaxanh.trang,Hùng Phi,"ARS - 016 박정아 Tiến Đạt Hà Linh Võ 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1NDU3MjcxNjM1ODI0ODM=,nguyen.van.tuan.523279,Văn Tuấn,"Psg 2-1 asenal 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE1NDg3MzY5ODMzNDE1NDg=,vo.v.chi.9,Võ Văn Chi,"PSG + 186 Bùi KimBong Bóng BayCR Võ 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2MTM3ODI1MjYzODY4NDY=,dudoan.tyso.1,Đăng Phan,"ARSENAL 335 Hoàng Bác Sĩ Hoang Nguyen 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2NTM1Njk0OTI1NDY0MTE=,SuperHero5789,Lê Anh Hùng,"PSG - 189 - Nguyễn Văn CươngHoàng Trương Minh 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2NzI3Mzk4NjcyODE5MDE=,lephuong.662,Trịnh Văn Phúc,"Arsenal win - 305 Tiền Jimy Phú Nguyễn 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2ODY1MjczOTU4OTcwNjg=,thinguyen.lai,Nguyễn Thị Mỹ,"PSG + 066 + Nguyễn Văn TuấnNguyễn Trung Thành 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE3MDI5MzkyMTQyMzQzMTY=,kkva1hwlfn,Thanh Cuong,"Arsenal - 122 Emma Huỳnh My Tran 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIxNTU1ODAyMDE4OTA4MzY=,tran.xuan.phong.941869,TrầN XuâN PhonG,"Arsenal + 774 Phi Tên Như KiềU NgọC GiàU Nguyen Hien 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIxNjQ1OTY2NDc2NjYzNzM=,profile.php,Mao Lucky,"PSG - 048 Yến Nhi Nhi Nguyễn 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIyMDQ1MjA3NDAzMTAxNzQ=,profile.php,Thảo Việt,"Arsenal 273 Nhi Nhi Ngọc Nhi 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIyMDU2ODk1ODM1MjIwMjY=,thanhhieunguyen1991,Nguyễn Thành Hiếu,"PSG win- 192 Siêu Trương Le Minh Inno Huynh Nguyen Huy CT 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIyMjE4MzE0OTUyOTM4ODg=,quan.vu.409079,Quan Vu,"PSG + 273 + Bim Nguyen Nhu Trân Trân 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIyMjczNDYxMTgwMzM1MTg=,lucas.lam.126077,Lucas Lâm,"PGS - 188 Bé Khủng Lonh Luhita 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIyNTgwNTkyMDE2ODUzODI=,profile.php,HaiLua Nhat Hoang,"Arsenal - 252 Changhi HienngocShuchin Chi LinhKevin Pháp NT 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIzODU3MzIzNDg2MTYyMTQ=,ngocngakieudiem,Ngọc Ngà,"PSG + 288 Hoàng Dũng Thế Phương 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI1NDEzODcwMzYzMjY1MTA=,khanh.ho.815919,Khanh Ho,"Arsenal 1-0 PSG 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzMwMDUzNTY1OTMxODkwOTU=,camvan.maj.3,May GL Maj,"Arsenal - 235 Lê Sen Nhẫn Hậu 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzMwOTU0NjE1ODczMDg1MDY=,profile.php,Ánh Mỹ,"Arsenal 257 Anh Nguyen Bắp Bắp 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzQwNjQ0MjU0MDcxODc5NDc=,vy.tran.328079,Vy Trần,"Arsenal - 274 HÙNG MANC Lê Ngọc An Nhi Nguyễn Kim Tính #GIGABYTE #AORUS #ChampionsLeague #Giveaway #DuDoanHayNhanQuaNgay 1 tuần Trả lời 1",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzQ0OTE1ODg3NDQ0NTg3ODQ=,duyen.mai.gl,Huong Mai,"PSG - 319 Đinh Minh Ngọc Bùi Thị Phỉ 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI3MDA0ODE1NTUyNTMzNTk5,dat.ho.dark.blue.1211,Tâm Đạt Hồ,"PSG - 234 Ho Dat Bao Pham 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI3MDExMTE4NzM4NTU0MDk4,trungintermilan,Trung Nguyễn,"PSG - 266 Băng Dương Hà My Thanh Tùng Phương Thảo 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI3NDE3MzQ3MzYxMjAzNTI2,profile.php,Đỗ Huy Khang,"PSG + 265 Linh Ái Thanh Nhi 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI4MTc3MDM1MTk4NTQ5Nzc1,pham.diep.22001,Pham Diep,"Arsenal + 223 Phạm Dung Toàn Duyên Nam 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0OTI4MzkyMjU2MzM1NTc=,jill.all.kews,van de sar,"PSG Ngô Hoàng Gia Nguyễn Minh Mai 228 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2ODEyNTUyODk1OTA4OTY=,nth.8291,Nguyễn Trọng Hiếu,"PSG - 146 Huỳnh Mai Tuyết My Mai Trang 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzgzNDYzNjI2OTcyMzY5MQ==,phanthanhkhai1988,Cục Vàng Của Ba,"Asernal _ 238 Bùi Thế Quý Viet Hetdas Hồ Ca 1 tuần Trả lời 1",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzc3MDU1NzQ0NjA1MDc1NA==,profile.php,Nhungg Nhung,"PSG 156 Hoa Tuyet Bùi Vy Chang Hy 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIyMTQ2MjQyNTU3NzEyMDM=,nhomkinh.cauthang.thai.thu,NhômKính CầuThang Thái Thu,"PSG + 266 Ky Kokoro Nam Trương 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzg2MjEyMTY0Njk0NDM4NA==,namhung.123456,Tuấn Tuan Anh,"Arsenal -275 Nguyen Doai Đức Thọ Văn Minh Văn Le Thuy Dao 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2NzExMTAwNDQwMTg3MTE=,hung.ka.501445,Hùng KA,"PSG - 77 Bé Bích Nguyệt Mỹ Tiên Trung Nghĩa 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzMxNzg0MTA1NTU4ODAwMTc=,hung.thu.hai.285697,Hùng Thứ Hai,"Arsenal - 118 Huỳnh Kim Quyên Vo Hasamito Vân Bánh Bao 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk3MDY4MzI3MjU0NDk1MQ==,hung.manc.2024,HÙNG MANC,"PSG - 184 Đậu Oanh Thành Lê Huy Nguyễn 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzIwODY2NDk4MDE4OTA2NDI=,van.doan.9083,Van Doan,"ARS -182 Bang DoanKhiết Kháu KhỉnhKy Kokoro 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzQzMzkxMDQ5ODI5Njk2ODY=,phuongdung.tphcm,Phuong Dung Nguyen,"Arsenal - 151 Nguyễn Phúc Thi Le Pham 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEyODE4OTE3ODAzMzI2MTk=,profile.php,Kevin Pháp NT,"PSG - 071 Nguyễn Phan HL ChiShuchin Chi LinhChanghi Hienngoc 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE5ODQ5MTIwOTg4MDA0NzA=,ohongo.889466,Đỗ Hồng Đỗ,"PSG - 278 Tây Khoai ThuongThuong Nguyen 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMDE5Nzc5NjE1MDY0MTU=,profile.php,Toán Yasua,"PSG - 119 Lan Lan Hoang Hoang Yến Huânn 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwMjk0NjM2ODI4NDE0MjQ=,miensini,Miên Sini,"PSG + 285 Haidaibang Le Triệu Tường 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE5ODkzNzg5NTE5NDEwMTk=,love.nguyen.33483903,Minh Huấn,"PSG - 247 ThuongThuong Nguyen Bôp Nguyen 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEyNDY4MDA3Nzc1MzEwNjQ=,profile.php,Trung Vu,"Fan cứng PSG - 170 Thanh Thảo Việt Trần NhômKính CầuThang Thái Thu 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzM4ODc1MTI1NjE1NTgyMjU=,profile.php,Henry Lưu,"Arsenal 030 Lưu Ngọc Huy Hùng Minh 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2NDI2NjgzNzM2NTY5MTc=,profile.php,Thiện Tâm,"Arsenal 042 Nhi Hà Nhi Vu 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI0MjI5MzMwMDE1MTQzNjE=,profile.php,Micheal Sun,"PGS 200 Bé Meo Ngọc Linh 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzQ1MTA3MjYzMjkyNDcwMzY=,profile.php,Người May Mắn,"PSG - 682 Quân Liver Quân Liverpudlian Long Liver 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0MDgwMzA2ODQ3MDQ2OTM=,linh.mino.165,Linh Minô,"Fan cứng PSG - 537 Hoàng Anh Liver Hoàng Minh Thông 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2NzIwOTgwNDczOTYxMzk=,profile.php,Ngọc Ánh,"Arsenal 044 Van Anh Lan Anh 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI1OTYyNzI2OTA3NzUwOTI=,in.con.353829,Gia Vinh,"Arsenal 067 Thu Chà Lý Huyền Ngọc 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE2NzIzNzAwMjc0MjI1NzE=,mariioopham,Mario Pham,"PGS 57 Thái Beard Mai Ngoc 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMTMzNDQwNjAyNDU4Nzg=,profile.php,Đông Hà,"PGS 220 Em Đậu Duongw Ang 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEwNDY1OTI3NTc2OTQ4NTk=,lam.peter.367231,Lâm Peter,"PGS 144 Duong Hồng Anh Bảo An 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzg4MTA1NjI0NTAxNzM4NA==,doduclong.1309,D. Đức Long,"PSG thắng - 105 Ngô Lịch.Ng Duân Candy 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE5NzA1NTEyMjcxNTY4NzI=,profile.php,Bang Doan,"PSG - 250 Ky KokoroTạ Minh QuảngDongg Thee Giapp 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzkzNDQyMTIyOTY0Njc3Mg==,OPPADUCHN,Nguyễn Minh Đức,"PSG 256 Xoa Nguyen Dao van Minh Băng Băng 1 tuần Trả lời 1",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzk1NTk4OTE1NzI2ODg0OQ==,lethao.vy.686571,LeThao Vy,"PSG 199 Violet Evergarden Trương Trực 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzE0MzcwOTUxODQ4NTc4ODM=,profile.php,영푹,"Arsenal thắng 276 Nhưt Ngô Huỳnh Văn Nam 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEyNjUyMjY0MjU2OTA1NzE=,ngoc.nhi.tg,Ngọc Nhi TG,"Arsenal thắng - 114 Đinh Thị Cẩm Hân Đinh Văn Đủ Trịnh T. Tuyết LA 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzNDQyMzQwNjc1OTcyMTM=,truongki.khangchien.3,Ngô Quang,"PSG - 208 Tuyết Nguyễn Nguyễn Xí Nguyễn Quỳnh Như 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzQzNjY4NjEwMjAyNTQ0OTQ=,hii.pham.2025,Hii Phạm,"Arsenal - 99 Võ Khắc Luân Phạm Phương Phi Hoa Quách Hii Phạm 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMzIwNTYwMDg4ODI4Mjk=,NguyenNguyenKhang1231,Nguyễn Khang,"Arsenal - 229 Thế Giới Ăn Vặt An Nguyen Hung Nguyen 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzEzMDk3MDIyNjczMzI5NzE=,luan.vo.958050,Luân Võ,"PSG -199 Phi Hoa Quách Gia Huy Phạm Quỳnh Nga Tiny Tiny Hồ 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzI0NDcwOTkxNDIzNzAzMDg=,keroshopne,Ke Ro,"Arsenal thắng 217 Đạt Nro Pi Kachu 1 tuần Trả lời",1 tuần trước,0,0
Y29tbWVudDoxNTA0OTEyMTY0MzU4MDMwXzMzMTk2NDMxNTgxOTYxOTM=,cao.phat.98499,Cao Phat,"PSG Thắng _ 186 Cao Oanh Huyen Felix 1 tuần Trả lời",1 tuần trước,0,0
